STATE,COUNTY,STNAME,VOLOVERALLFEMALE1112ALL,VOLOVERALLFEMALE1112AA,VOLOVERALLFEMALE1112HISP,VOLOVERALLFEMALE1112OTHER,VOLOVERALLMALE1112ALL,VOLOVERALLMALE1112AA,VOLOVERALLMALE1112HISP,VOLOVERALLMALE1112OTHER,VOLOVERALLFEMALE1826ALL,VOLOVERALLFEMALE1826AA,VOLOVERALLFEMALE1826HISP,VOLOVERALLFEMALE1826OTHER,VOLOVERALLMALE1826ALL,VOLOVERALLMALE1826AA,VOLOVERALLMALE1826HISP,VOLOVERALLMALE1826OTHER,VOLLOWINCOMEFEMALE1112ALL,VOLLOWINCOMEFEMALE1112AA,VOLLOWINCOMEFEMALE1112HISP,VOLLOWINCOMEFEMALE1112OTHER,VOLLOWINCOMEMALE1112ALL,VOLLOWINCOMEMALE1112AA,VOLLOWINCOMEMALE1112HISP,VOLLOWINCOMEMALE1112OTHER,VOLLOWINCOMEFEMALE1826ALL,VOLLOWINCOMEFEMALE1826AA,VOLLOWINCOMEFEMALE1826HISP,VOLLOWINCOMEFEMALE1826OTHER,VOLLOWINCOMEMALE1826ALL,VOLLOWINCOMEMALE1826AA,VOLLOWINCOMEMALE1826HISP,VOLLOWINCOMEMALE1826OTHER,VOLLOWINSUREDFEMALE1112ALL,VOLLOWINSUREDFEMALE1112AA,VOLLOWINSUREDFEMALE1112HISP,VOLLOWINSUREDFEMALE1112OTHER,VOLLOWINSUREDMALE1112ALL,VOLLOWINSUREDMALE1112AA,VOLLOWINSUREDMALE1112HISP,VOLLOWINSUREDMALE1112OTHER,VOLLOWINSUREDFEMALE1826ALL,VOLLOWINSUREDFEMALE1826AA,VOLLOWINSUREDFEMALE1826HISP,VOLLOWINSUREDFEMALE1826OTHER,VOLLOWINSUREDMALE1826ALL,VOLLOWINSUREDMALE1826AA,VOLLOWINSUREDMALE1826HISP,VOLLOWINSUREDMALE1826OTHER,VOLOVERALLBOTH1112ALL,VOLOVERALLBOTH1112AA,VOLOVERALLBOTH1112HISP,VOLOVERALLBOTH1112OTHER,VOLOVERALLBOTH1826ALL,VOLOVERALLBOTH1826AA,VOLOVERALLBOTH1826HISP,VOLOVERALLBOTH1826OTHER,VOLLOWINCOMEBOTH1112ALL,VOLLOWINCOMEBOTH1112AA,VOLLOWINCOMEBOTH1112HISP,VOLLOWINCOMEBOTH1112OTHER,VOLLOWINCOMEBOTH1826ALL,VOLLOWINCOMEBOTH1826AA,VOLLOWINCOMEBOTH1826HISP,VOLLOWINCOMEBOTH1826OTHER,VOLLOWINSUREDBOTH1112ALL,VOLLOWINSUREDBOTH1112AA,VOLLOWINSUREDBOTH1112HISP,VOLLOWINSUREDBOTH1112OTHER,VOLLOWINSUREDBOTH1826ALL,VOLLOWINSUREDBOTH1826AA,VOLLOWINSUREDBOTH1826HISP,VOLLOWINSUREDBOTH1826OTHER,NORMOVERALLFEMALE1112ALL,NORMOVERALLFEMALE1112AA,NORMOVERALLFEMALE1112HISP,NORMOVERALLFEMALE1112OTHER,NORMOVERALLMALE1112ALL,NORMOVERALLMALE1112AA,NORMOVERALLMALE1112HISP,NORMOVERALLMALE1112OTHER,NORMOVERALLFEMALE1826ALL,NORMOVERALLFEMALE1826AA,NORMOVERALLFEMALE1826HISP,NORMOVERALLFEMALE1826OTHER,NORMOVERALLMALE1826ALL,NORMOVERALLMALE1826AA,NORMOVERALLMALE1826HISP,NORMOVERALLMALE1826OTHER,NORMLOWINCOMEFEMALE1112ALL,NORMLOWINCOMEFEMALE1112AA,NORMLOWINCOMEFEMALE1112HISP,NORMLOWINCOMEFEMALE1112OTHER,NORMLOWINCOMEMALE1112ALL,NORMLOWINCOMEMALE1112AA,NORMLOWINCOMEMALE1112HISP,NORMLOWINCOMEMALE1112OTHER,NORMLOWINCOMEFEMALE1826ALL,NORMLOWINCOMEFEMALE1826AA,NORMLOWINCOMEFEMALE1826HISP,NORMLOWINCOMEFEMALE1826OTHER,NORMLOWINCOMEMALE1826ALL,NORMLOWINCOMEMALE1826AA,NORMLOWINCOMEMALE1826HISP,NORMLOWINCOMEMALE1826OTHER,NORMLOWINSUREDFEMALE1112ALL,NORMLOWINSUREDFEMALE1112AA,NORMLOWINSUREDFEMALE1112HISP,NORMLOWINSUREDFEMALE1112OTHER,NORMLOWINSUREDMALE1112ALL,NORMLOWINSUREDMALE1112AA,NORMLOWINSUREDMALE1112HISP,NORMLOWINSUREDMALE1112OTHER,NORMLOWINSUREDFEMALE1826ALL,NORMLOWINSUREDFEMALE1826AA,NORMLOWINSUREDFEMALE1826HISP,NORMLOWINSUREDFEMALE1826OTHER,NORMLOWINSUREDMALE1826ALL,NORMLOWINSUREDMALE1826AA,NORMLOWINSUREDMALE1826HISP,NORMLOWINSUREDMALE1826OTHER,NORMOVERALLBOTH1112ALL,NORMOVERALLBOTH1112AA,NORMOVERALLBOTH1112HISP,NORMOVERALLBOTH1112OTHER,NORMOVERALLBOTH1826ALL,NORMOVERALLBOTH1826AA,NORMOVERALLBOTH1826HISP,NORMOVERALLBOTH1826OTHER,NORMLOWINCOMEBOTH1112ALL,NORMLOWINCOMEBOTH1112AA,NORMLOWINCOMEBOTH1112HISP,NORMLOWINCOMEBOTH1112OTHER,NORMLOWINCOMEBOTH1826ALL,NORMLOWINCOMEBOTH1826AA,NORMLOWINCOMEBOTH1826HISP,NORMLOWINCOMEBOTH1826OTHER,NORMLOWINSUREDBOTH1112ALL,NORMLOWINSUREDBOTH1112AA,NORMLOWINSUREDBOTH1112HISP,NORMLOWINSUREDBOTH1112OTHER,NORMLOWINSUREDBOTH1826ALL,NORMLOWINSUREDBOTH1826AA,NORMLOWINSUREDBOTH1826HISP,NORMLOWINSUREDBOTH1826OTHER,VOLOVERALLFEMALE5059ALL,VOLOVERALLFEMALE5059AA,VOLOVERALLFEMALE5059HISP,VOLOVERALLFEMALE5059OTHER,VOLOVERALLMALE5059ALL,VOLOVERALLMALE5059AA,VOLOVERALLMALE5059HISP,VOLOVERALLMALE5059OTHER,VOLOVERALLFEMALE2549ALL,VOLOVERALLFEMALE2549AA,VOLOVERALLFEMALE2549HISP,VOLOVERALLFEMALE2549OTHER,VOLOVERALLMALE2549ALL,VOLOVERALLMALE2549AA,VOLOVERALLMALE2549HISP,VOLOVERALLMALE2549OTHER,VOLLOWINCOMEFEMALE5059ALL,VOLLOWINCOMEFEMALE5059AA,VOLLOWINCOMEFEMALE5059HISP,VOLLOWINCOMEFEMALE5059OTHER,VOLLOWINCOMEMALE5059ALL,VOLLOWINCOMEMALE5059AA,VOLLOWINCOMEMALE5059HISP,VOLLOWINCOMEMALE5059OTHER,VOLLOWINCOMEFEMALE2549ALL,VOLLOWINCOMEFEMALE2549AA,VOLLOWINCOMEFEMALE2549HISP,VOLLOWINCOMEFEMALE2549OTHER,VOLLOWINCOMEMALE2549ALL,VOLLOWINCOMEMALE2549AA,VOLLOWINCOMEMALE2549HISP,VOLLOWINCOMEMALE2549OTHER,VOLLOWINSUREDFEMALE5059ALL,VOLLOWINSUREDFEMALE5059AA,VOLLOWINSUREDFEMALE5059HISP,VOLLOWINSUREDFEMALE5059OTHER,VOLLOWINSUREDMALE5059ALL,VOLLOWINSUREDMALE5059AA,VOLLOWINSUREDMALE5059HISP,VOLLOWINSUREDMALE5059OTHER,VOLLOWINSUREDFEMALE2549ALL,VOLLOWINSUREDFEMALE2549AA,VOLLOWINSUREDFEMALE2549HISP,VOLLOWINSUREDFEMALE2549OTHER,VOLLOWINSUREDMALE2549ALL,VOLLOWINSUREDMALE2549AA,VOLLOWINSUREDMALE2549HISP,VOLLOWINSUREDMALE2549OTHER,VOLOVERALLBOTH5059ALL,VOLOVERALLBOTH5059AA,VOLOVERALLBOTH5059HISP,VOLOVERALLBOTH5059OTHER,VOLOVERALLBOTH2549ALL,VOLOVERALLBOTH2549AA,VOLOVERALLBOTH2549HISP,VOLOVERALLBOTH2549OTHER,VOLLOWINCOMEBOTH5059ALL,VOLLOWINCOMEBOTH5059AA,VOLLOWINCOMEBOTH5059HISP,VOLLOWINCOMEBOTH5059OTHER,VOLLOWINCOMEBOTH2549ALL,VOLLOWINCOMEBOTH2549AA,VOLLOWINCOMEBOTH2549HISP,VOLLOWINCOMEBOTH2549OTHER,VOLLOWINSUREDBOTH5059ALL,VOLLOWINSUREDBOTH5059AA,VOLLOWINSUREDBOTH5059HISP,VOLLOWINSUREDBOTH5059OTHER,VOLLOWINSUREDBOTH2549ALL,VOLLOWINSUREDBOTH2549AA,VOLLOWINSUREDBOTH2549HISP,VOLLOWINSUREDBOTH2549OTHER,NORMOVERALLFEMALE5059ALL,NORMOVERALLFEMALE5059AA,NORMOVERALLFEMALE5059HISP,NORMOVERALLFEMALE5059OTHER,NORMOVERALLMALE5059ALL,NORMOVERALLMALE5059AA,NORMOVERALLMALE5059HISP,NORMOVERALLMALE5059OTHER,NORMOVERALLFEMALE2549ALL,NORMOVERALLFEMALE2549AA,NORMOVERALLFEMALE2549HISP,NORMOVERALLFEMALE2549OTHER,NORMOVERALLMALE2549ALL,NORMOVERALLMALE2549AA,NORMOVERALLMALE2549HISP,NORMOVERALLMALE2549OTHER,NORMLOWINCOMEFEMALE5059ALL,NORMLOWINCOMEFEMALE5059AA,NORMLOWINCOMEFEMALE5059HISP,NORMLOWINCOMEFEMALE5059OTHER,NORMLOWINCOMEMALE5059ALL,NORMLOWINCOMEMALE5059AA,NORMLOWINCOMEMALE5059HISP,NORMLOWINCOMEMALE5059OTHER,NORMLOWINCOMEFEMALE2549ALL,NORMLOWINCOMEFEMALE2549AA,NORMLOWINCOMEFEMALE2549HISP,NORMLOWINCOMEFEMALE2549OTHER,NORMLOWINCOMEMALE2549ALL,NORMLOWINCOMEMALE2549AA,NORMLOWINCOMEMALE2549HISP,NORMLOWINCOMEMALE2549OTHER,NORMLOWINSUREDFEMALE5059ALL,NORMLOWINSUREDFEMALE5059AA,NORMLOWINSUREDFEMALE5059HISP,NORMLOWINSUREDFEMALE5059OTHER,NORMLOWINSUREDMALE5059ALL,NORMLOWINSUREDMALE5059AA,NORMLOWINSUREDMALE5059HISP,NORMLOWINSUREDMALE5059OTHER,NORMLOWINSUREDFEMALE2549ALL,NORMLOWINSUREDFEMALE2549AA,NORMLOWINSUREDFEMALE2549HISP,NORMLOWINSUREDFEMALE2549OTHER,NORMLOWINSUREDMALE2549ALL,NORMLOWINSUREDMALE2549AA,NORMLOWINSUREDMALE2549HISP,NORMLOWINSUREDMALE2549OTHER,NORMOVERALLBOTH5059ALL,NORMOVERALLBOTH5059AA,NORMOVERALLBOTH5059HISP,NORMOVERALLBOTH5059OTHER,NORMOVERALLBOTH2549ALL,NORMOVERALLBOTH2549AA,NORMOVERALLBOTH2549HISP,NORMOVERALLBOTH2549OTHER
18,177,Indiana,822.8,41.6,39.6,774.4,844.8,48.4,38.8,757.6,3516.8,232,110.4,3382.4,3606.4,252.8,145.6,3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859,48,34,57,898,62,35,48,,,,,,,,,,,,,,,,,0.006590641,0.002268509,0.000432361,0.002676264,0.006638003,0.00264013,0.000416861,0.002464138,0.005863756,0.002697755,0.000338893,0.001612903,0.005716314,0.003501545,0.000480066,0.001699986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006614322,0.002454319,0.000424611,0.002570201,0.005790035,0.00309965,0.000409479,0.001656445,,,,,,,,,,,,,,,,,2109.44678,124.7829964,109.7910159,2223.424944,2243.246128,129.4772797,100.8570692,1957.021002,10581.25431,588.1003002,295.3503189,9149.600214,10542.26167,704.3267404,378.0565801,9615.437046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2322.786309,137.8896181,88.39082844,166.529354,2472.942437,187.8339384,87.90734623,122.6018525,,,,,,,,,,,,,,,,,0.006682603,0.002406349,0.000555234,0.019917612,0.006887963,0.002717597,0.000428914,0.041881941,0.005783362,0.002499951,0.000285181,0.01697349,0.005656427,0.003033001,0.000421652,0.03339029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006290001,0.00258754,0.000400081,0.002871472,0.00559008,0.003711278,0.000386914,0.001451441
18,179,Indiana,362.4,0.4,12.4,348.4,389.6,3.6,20,366,1270.4,6.4,57.6,1208,1368,8,43.2,1316.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,2,12,8,315,2,9,6,,,,,,,,,,,,,,,,,0.002815572,0,0.000127165,0.00036914,0.002941842,0.000203087,0.000171649,0.00035202,0.002020176,9.63E-05,0.000121033,0.000210379,0.002040635,0.000102987,9.14E-05,0.000203998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002878707,0.000101543,0.000149407,0.00036058,0.002030405,9.97E-05,0.000106237,0.000207189,,,,,,,,,,,,,,,,,915.5635045,1.202652703,34.41457293,1016.01411,1104.828954,9.382510686,51.73543529,1032.198426,3310.052954,19.47665143,147.0956569,3555.170243,4040.448363,24.33163167,114.0923894,3564.801456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.561455,5.612067959,35.2544581,20.6361512,846.7403659,5.973772139,27.36201032,16.11601661,,,,,,,,,,,,,,,,,0.002900451,2.31923E-05,0.000174041,0.009101533,0.003392415,0.000196929,0.000220015,0.033730511,0.001809165,8.27931E-05,0.000142031,0.006595222,0.002167893,0.000104778,0.000127249,0.023135991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002741971,0.000105312,0.000159571,0.00035583,0.001914054,0.000118032,0.000120431,0.000190792
18,181,Indiana,329.2,3.6,42.8,284.8,340.4,4.4,48,288,1017.6,3.2,96,915.2,1166.4,9.6,129.6,1027.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,3,43,9,254,2,27,8,,,,,,,,,,,,,,,,,0.002642548,0.000206228,0.000534093,0.000461425,0.002625028,0.000101543,0.000539467,0.00035202,0.001600399,9.63E-05,0.000266273,0.000280505,0.001673067,0.000102987,0.000365764,0.000271998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002633788,0.000153886,0.00053678,0.000406722,0.001636733,9.97E-05,0.000316019,0.000276251,,,,,,,,,,,,,,,,,825.5960518,9.459078719,107.9371074,721.3270322,1026.201217,12.03738684,129.4633892,853.1884982,2984.783067,8.327164047,274.1886079,2417.78359,3437.13268,24.45751367,383.9492893,2677.764777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.300125,8.195761444,129.3349275,25.32316202,690.2301238,6.06607006,82.18444303,22.3838602,,,,,,,,,,,,,,,,,0.00261544,0.000182411,0.000545859,0.006461703,0.003150985,0.000252653,0.000550568,0.032152709,0.001631383,3.53979E-05,0.000264748,0.004485248,0.001844186,0.00010532,0.000428224,0.021632687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002735847,0.000153796,0.000585405,0.000436648,0.001560263,0.000119855,0.000361725,0.000264995
18,183,Indiana,436.4,0.8,8,423.2,482.4,1.6,14.4,466.4,1465.6,14.4,43.2,1416,1596.8,14.4,38.4,1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,2,13,16,368,3,8,7,,,,,,,,,,,,,,,,,0.003554856,0.000103114,0.000127165,0.000830565,0.00357547,0.000101543,0.00019617,0.000616034,0.002295654,9.63E-05,9.68E-05,0.000210379,0.002446227,0.000205973,9.14E-05,0.000271998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003565163,0.000102329,0.000161667,0.0007233,0.002370941,0.000151161,9.41E-05,0.000241188,,,,,,,,,,,,,,,,,1226.773494,2.428091148,22.07882686,1232.338862,1232.239201,4.679318461,42.05450886,1266.503025,4098.412757,41.85455027,111.4620335,3637.424223,4636.26908,37.95069729,99.65606828,4089.053417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.88394,5.389797866,33.06068839,40.27787637,1108.484991,8.071126632,20.91800896,21.04030071,,,,,,,,,,,,,,,,,0.003886346,4.6824E-05,0.000111657,0.011039387,0.003783632,9.82142E-05,0.000178845,0.035795683,0.002240056,0.000177919,0.000107624,0.006747812,0.00248758,0.000163425,0.000111148,0.024024465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003536275,0.000101141,0.000149642,0.000694513,0.002505728,0.000159472,9.20682E-05,0.000249089
19,1,Iowa,100.4,0,4,95.6,92.4,0.8,4.4,87.2,251.2,4.8,9.6,240,331.2,0,3.2,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,4.00E+00,2.00E+00,68,0,1.00E+00,0.00E+00,,,,,,,,,,,,,,,,,0.000770743,0,5.09E-05,9.23E-05,0.000709059,0,4.90E-05,8.80E-05,0.000380423,0,2.42E-05,0,0.000494315,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000739901,0,5.00E-05,9.01E-05,0.000437369,0,1.21E-05,0,,,,,,,,,,,,,,,,,288.708551,0,12.14233916,265.2723145,246.898859,2.23110829,11.70979436,227.9640475,694.1473791,13.62944697,27.10324481,662.7312955,957.976395,0,8.227170426,981.461147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.6166503,0,10.31697013,5.357240258,171.4327638,0,2.994479105,0,,,,,,,,,,,,,,,,,0.000914612,0,6.14062E-05,0.00237633,0.000758506,4.68287E-05,4.97982E-05,0.026641952,0.000379398,5.79373E-05,2.61701E-05,0.001229438,0.000514,0,9.17588E-06,0.018757881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000678659,0,4.66974E-05,9.23751E-05,0.000387523,0,1.31799E-05,0
19,3,Iowa,38,0,0.4,36.8,46.8,0,0,46.8,158.4,3.2,4.8,153.6,128,1.6,1.6,124.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,0,2.00E+00,39,0,0,1.00E+00,,,,,,,,,,,,,,,,,0.000314589,0,0,9.23E-05,0.000377159,0,0,8.80E-05,0.00026236,0,0,0,0.00024082,0,0,6.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000345874,0,0,9.01E-05,0.00025159,0,0,3.40E-05,,,,,,,,,,,,,,,,,98.40551613,0,1.073323977,93.42786374,130.8787078,0,0,118.0477564,480.7568725,8.626772269,14.06462501,445.4305793,341.4583138,4.881135466,4.739040686,366.7582311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.555975,0,0,6.009324249,113.264583,0,0,2.942737631,,,,,,,,,,,,,,,,,0.000311743,0,5.42801E-06,0.000836934,0.000401867,0,0,0.025673144,0.000262766,3.66715E-05,1.35804E-05,0.000826322,0.000183209,2.10193E-05,5.28552E-06,0.017716115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000315628,0,0,0.000103619,0.000256034,0,0,3.48381E-05
19,5,Iowa,171.6,6,18,152.8,166.4,1.2,16,149.2,558.4,12.8,28.8,523.2,648,20.8,68.8,558.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,3,14,4.00E+00,144,5,14,5,,,,,,,,,,,,,,,,,0.001352733,0.000206228,0.000178031,9.23E-05,0.001282341,0.000101543,0.000171649,0.000264015,0.000839553,0.000192697,9.68E-05,0.000140252,0.00101398,0.00030896,0.000228603,0.000203998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001317537,0.000153886,0.00017484,0.00017815,0.000926767,0.000250828,0.000162715,0.000172125,,,,,,,,,,,,,,,,,443.9251676,18.20375959,54.4431461,419.0259957,466.8386414,3.491055526,41.95692875,402.3511232,1616.692902,38.13177566,73.13762132,1508.862025,1843.541036,54.85940139,184.8872072,1499.546283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.921388,8.447568292,40.43496859,10.21694668,415.6446297,14.5951913,41.41154075,12.87248431,,,,,,,,,,,,,,,,,0.001406329,0.000351046,0.00027533,0.003753667,0.001433444,7.32737E-05,0.00017843,0.028179008,0.000883631,0.000162094,7.06195E-05,0.002799101,0.000989148,0.000236238,0.000206207,0.019635905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001166916,0.000158521,0.000183019,0.000176171,0.000939564,0.000288376,0.000182268,0.000152393
19,7,Iowa,155.6,2.4,3.6,150,158.8,1.6,4.4,152.8,545.6,6.4,20.8,523.2,537.6,3.2,19.2,515.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,2,3.00E+00,5,134,1,4.00E+00,2,,,,,,,,,,,,,,,,,0.001226897,0.000103114,5.09E-05,0.000276855,0.00116165,0.000101543,2.45E-05,0.00017601,0.000905144,0,4.84E-05,7.01E-05,0.000823859,0.000102987,4.57E-05,6.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001194274,0.000102329,3.77E-05,0.000226432,0.000864501,5.15E-05,4.71E-05,6.91E-05,,,,,,,,,,,,,,,,,408.1408049,6.267167639,10.8796489,388.5755538,402.2934863,4.74900808,11.64309156,432.6458934,1480.454843,16.63979842,59.51648122,1527.097455,1628.769505,8.436049696,55.21515269,1331.498438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.077709,5.782245411,8.971165685,14.24739651,340.1098105,3.010931139,11.44836962,5.844521498,,,,,,,,,,,,,,,,,0.001292966,0.000120858,5.50205E-05,0.00348089,0.001235256,9.96769E-05,4.95145E-05,0.028446027,0.000809167,7.0734E-05,5.74673E-05,0.00283293,0.000873913,3.63277E-05,6.15823E-05,0.019351106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001159215,0.000108506,4.06059E-05,0.000245668,0.000768817,5.94909E-05,5.03887E-05,6.91913E-05
19,9,Iowa,59.6,0.4,0.4,59.2,66.8,0,0.8,66,236.8,1.6,1.6,235.2,219.2,1.6,0,217.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,0,2.00E+00,50,0,0,2.00E+00,,,,,,,,,,,,,,,,,0.000550531,0,0,9.23E-05,0.000543109,0,0,8.80E-05,0.000341069,0,0,7.01E-05,0.000304194,0,0,6.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00054682,0,0,9.01E-05,0.000322631,0,0,6.91E-05,,,,,,,,,,,,,,,,,173.6972539,1.152326309,1.18944785,174.4583531,167.0344062,0,2.378733955,197.6053743,630.1149436,4.510867965,4.166931044,692.8198437,638.9240542,4.647955308,0,570.3616701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.3105753,0,0,5.037688702,144.0054826,0,0,6.075767606,,,,,,,,,,,,,,,,,0.000550263,2.22218E-05,6.01527E-06,0.001562811,0.000512885,0,1.0116E-05,0.026374369,0.0003444,1.91752E-05,4.02346E-06,0.001285255,0.000342813,2.00152E-05,0,0.018061171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000539724,0,0,8.68651E-05,0.000325524,0,0,7.19289E-05
19,11,Iowa,377.6,4.4,11.2,365.6,364.4,2.4,4.8,357.2,1081.6,11.2,25.6,1049.6,1148.8,17.6,17.6,1113.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,2,7,10,249,3,4.00E+00,6,,,,,,,,,,,,,,,,,0.002847031,0.000103114,0.000127165,0.000461425,0.002851324,0.000101543,4.90E-05,0.000440025,0.001561045,9.63E-05,4.84E-05,0.000210379,0.001647718,0.000205973,4.57E-05,0.000203998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002849177,0.000102329,8.81E-05,0.000450725,0.001604381,0.000151161,4.71E-05,0.000207189,,,,,,,,,,,,,,,,,1143.427063,12.53257304,31.76540973,1044.937901,1003.501358,6.026103964,14.11270964,1028.150591,3026.995983,30.30344002,77.17254995,2963.405345,3350.762472,44.3097124,52.77347274,3178.957616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.172046,5.467382933,20.14177652,27.30975231,684.0486265,8.489407801,10.63033711,18.30914517,,,,,,,,,,,,,,,,,0.003622309,0.000241681,0.000160644,0.009360634,0.003081285,0.000126482,6.00171E-05,0.033694834,0.001654455,0.000128817,7.45155E-05,0.005497435,0.001797844,0.000190808,5.8859E-05,0.022482083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002919641,0.000102597,9.11671E-05,0.000470903,0.00154629,0.000167736,4.67882E-05,0.000216756
19,13,Iowa,1509.6,203.6,115.2,1354.8,1545.2,200.4,119.2,1225.6,13225.6,1073.6,492.8,12446.4,12944,1072,481.6,11390.4,241,141,0,100,279,115,16,148,4119,456,164,3516,2675,197,91,2387,201,141,0,60,224,115,16,93,942,316,80,563,524,57,21,446,1507,197,108,120,3166,231,114,145,520,256,16,248,6794,653,255,5903,425,256,16,153,1466,373,101,1009,0.011749902,0.009898948,0.001424248,0.005813953,0.011465641,0.01025589,0.001275104,0.005016281,0.021224961,0.011369111,0.001403984,0.005610098,0.019620518,0.011637487,0.001280176,0.004419965,0.00753384,0.020842572,0,0.024956326,0.007896605,0.017037037,0.000615172,0.030648167,0.029028679,0.016160471,0.002281136,0.070271839,0.02097842,0.00977522,0.001540702,0.049949122,0.007703806,0.023547094,0,0.016987542,0.008044243,0.018920698,0.000717231,0.025711916,0.017802102,0.017194472,0.002325311,0.061868403,0.015516271,0.007561687,0.000981308,0.055136605,0.011607771,0.010077419,0.001349676,0.005415117,0.020422739,0.011503299,0.00134208,0.005015031,0.007715222,0.018939805,0.000307586,0.027802247,0.02500355,0.012967845,0.001910919,0.060110481,0.007874025,0.021233896,0.000358616,0.021349729,0.016659187,0.01237808,0.00165331,0.058502504,3963.943471,541.7578065,304.4963234,3808.102037,4332.115217,600.835954,354.5679972,3320.557917,38659.60348,2854.186302,1276.578747,37440.58151,35964.79666,3012.31843,1377.828826,31948.72718,728.8643541,370.312105,0,302.7955043,815.6572384,314.9042339,46.72740107,432.854691,10417.60696,1226.126124,452.4389746,8876.548383,7255.662533,593.9754271,277.0281553,6376.246945,518.8708189,367.2859606,0,178.051312,568.0338975,313.5884057,41.88579437,281.2767516,2698.711529,918.8203872,207.9701247,1547.45706,1488.218121,152.2032786,56.92654724,1243.803168,4421.109658,517.0913749,327.1932693,313.9682774,8007.926289,582.8779344,300.0675572,436.592468,1391.92337,726.9001338,41.55417979,756.5541274,17792.4622,1724.397049,692.4862874,15469.2749,1169.097562,663.13064,48.20591607,464.6788786,4095.238689,1117.291008,279.4542729,2531.682757,0.012557539,0.010447402,0.001539897,0.034113272,0.013301906,0.012610938,0.00150787,0.053900219,0.021130053,0.012132837,0.001232626,0.069456297,0.01929683,0.012971769,0.001536713,0.071239578,0.008195838,0.019784432,0,0.027607614,0.008797183,0.0158077,0.000668638,0.031333629,0.026094504,0.01546032,0.002138743,0.059802948,0.020216699,0.010164958,0.001595752,0.05342881,0.007368597,0.02276054,0,0.016840455,0.007632362,0.017156225,0.000714688,0.03015709,0.017615859,0.016565694,0.002109616,0.057816561,0.015723675,0.006827231,0.000939776,0.0534988,0.011972166,0.009703373,0.001480964,0.005413768,0.018101897,0.011516674,0.001320713,0.005168669
